ExtractDate,Id,Name,Contact,Venue,Cost,Eligibility,CoordinateReferenceSystem,GeoX,GeoY
05/06/2014,3olycczeC3k,Mini Saturday Club at SRS Training,sarah@srs-training.co.uk,"SRS Training
Pease Park
Staverton
TOTNES
DEVON
TQ9 6AR",Members: £23 per session. Non members: £28.,from 4 years  up to 7 years ,WGS84,-3.70065,50.47562
05/06/2014,BPmQgMe5nI8,Mini Soccer Centre Tavistock,njordain@westdevon.gov.uk,"Tavistock College
Crowndale Road
TAVISTOCK
DEVON
PL19 0BZ",£2 per session.,from 5 years  up to 8 years ,WGS84,-4.1433,50.55256
05/06/2014,Kh06sRotRqY,Mini Tennis Green Ball at Ilfracombe Tennis Club,gary.tovey@gmail.com,"Bicclescombe Park
Bicclescombe Park Road
ILFRACOMBE
DEVON
EX34 8EU",£3 per hour members. £4 per hour non members. 12 month junior membership: £21.,from 10 years  up to 10 years 11 months ,WGS84,-4.12364,51.19848
05/06/2014,lpEQEjY6-WM,Mini Tennis Orange Ball at Ilfracombe Tennis Club,gary.tovey@gmail.com,"Bicclescombe Park
Bicclescombe Park Road
ILFRACOMBE
DEVON
EX34 8EU",£3 per hour members. £4 per hour non members. 12 month junior membership: £21.,from 8 years  up to 9 years ,WGS84,-4.12364,51.19848
05/06/2014,LS8Ny8GcZv0,Mini Tennis Red Ball at Ilfracombe Tennis Club,gary.tovey@gmail.com,"Bicclescombe Park
Bicclescombe Park Road
ILFRACOMBE
DEVON
EX34 8EU",£3 per hour members. £4 per hour non-members. 12 month junior membership: £21.,from 5 years  up to 8 years ,WGS84,-4.12364,51.19848
05/06/2014,CX20Xvs6lig,Mini Tennis Yellow Ball at Ilfracombe Tennis Club,gary.tovey@gmail.com,"Bicclescombe Park
Bicclescombe Park Road
ILFRACOMBE
DEVON
EX34 8EU",£3 per hour members. £4 per hour non members. 12 month junior membership: £21.,from 11 years  up to 18 years ,WGS84,-4.12364,51.19848
05/06/2014,_aOqF_B1e_U,Mini Tots at South West Athletics Academy,info@sw-athletics-academy.co.uk,"Exeter Arena
Summer Lane
Beacon Heath
EXETER
DEVON
EX4 8NN",£5 per session.,from 4 years  up to 7 years ,WGS84,-3.49491,50.73811
05/06/2014,KicJ5R85OsE,Mini Trekkers - Baptist Church Parent and Toddler Group,andy@southmoltonbaptistchurch.co.uk,"South Molton Baptist Church
New Road
SOUTH MOLTON
DEVON
EX36 4BH",£1 per session. Free for babies under 3 months.,up to 4 years 11 months ,WGS84,-3.83186,51.0175
05/06/2014,XskZCiBuyJc,Miniature Pony Centre,"Kevin Ginsberg
General Manager
01647 432400
enquiries@miniatureponycentre.com","Miniature Pony Centre
Wormhill Farm
North Bovey
Moretonhampstead
DEVON
TQ13 8RG","2013 admission costs: adults £7.95, children £6.95 (children aged under 3 are free of charge), senior citizens & concessions £6.00, and a family ticket (2 adults & 2 children) £28.50.",up to 11 years ,WGS84,-3.81709,50.64838
05/06/2014,aNpHfxgdKEQ,Minnows Foundation Stage Unit,admin@kingswear-primary.devon.sch.uk,"Kingswear Primary School
Lower Contour Road
Kingswear
DARTMOUTH
DEVON
TQ6 0BJ",Early Years Entitlement can be used for 3 and 4 year olds.,from 3 years  up to 5 years ,WGS84,-3.56858,50.34999
05/06/2014,pWEs4yFTzX4,The Minster,,"Mill Street
North Petherton
Bridgwater
Somerset
TA6 6LX",,,WGS84,-3.01393,51.09135
05/06/2014,VbJhCycg0J8,The Minster Dental Health Suite,,"3
Church Street
Beaminster
Dorset
DT8 3AZ",,,WGS84,-2.73984,50.80877
05/06/2014,V14OKjjOdQI,Minster Minis Parent and Toddler Group,nannysticks@btinternet.com,"Axminster Parish Church
Church Street
AXMINSTER
DEVON
EX13 5AQ",£1 per family.,up to 4 years ,WGS84,-2.9993,50.78122
05/06/2014,SeZtEXosw7Y,Mint Methodist Hall - Exeter,Administrators,"Methodist Hall
Fore Street
Exeter
Devon
EX4 3AT",Contact us for details,,WGS84,-3.53431,50.72155
05/06/2014,TULXF6ef5E4,Miramar,Miramar@kahanahcare.co.uk,"145
Exeter Road
Exmouth
Devon
EX8 3DX",,,WGS84,-3.40986,50.62792
05/06/2014,bXnecgfyyZU,Miranda Allhusen: Speaker - National Gardens Scheme,"Miranda Allhusen (County Organiser)

miranda@allhusen.co.uk",,Donation.,,WGS84,0,0
05/06/2014,XBWdcGIkuWI,Miranda White,m1randawh1te@hotmail.co.uk,"2 Church View
Chudleigh
NEWTON ABBOT
Devon",,,WGS84,0,0
05/06/2014,cRih0XSKaKM,Miriam Westaway,miriamwestaway@me.com,"9 Pinwood Meadow Drive
Beacon Heath
EXETER
DEVON
EX4 9LA",£5.00 per hour for less than half day.  £4.50 per hour for half day (4 - 8 hours).  £4.00 per hour for full day (8+ hours).  £7.50 per hour for unsociable hours.  Employer childcare vouchers accepted.,from 3 months  up to 16 years ,WGS84,-3.49483,50.74145
05/06/2014,q7KQ6tjKGEU,MIserve,"Mat or Ivan
Owners
07972 403939
01626 830035
hello@miserve.co.uk",,,,WGS84,0,0
05/06/2014,aY-eX-zrR0E,"MIserve - Wet rooms, level access showers, specialist toilets","Ivan or Mat
Owners
01626 830035
hello@miserve.co.uk",,,,WGS84,0,0
05/06/2014,ijOJLJgR0Ws,Miss Trudi's School of Dance,trudi@massey-family.me.uk,"27
Priory Close
TAVISTOCK
DEVON
PL19 9DJ",,from 3 years  up to 99 years ,WGS84,-4.13447,50.53868
05/06/2014,pAlVtNOg7MA,The Mission to Seafarers,"Mac McLaren
Ships visitor / Speaker for the MtS
01392 259824
maclifeboats@live.co.uk",,,,WGS84,0,0
05/06/2014,79NWSAvbgc8,Mister Salsa's Dance Class,"Alan
Mister Salsa of Mister Salsa's Dance Class
07989 088386
info@mistersalsa.net","Bar Venezia
The Quay
Exeter
Devon
EX2 8GY",£5 per session.,,WGS84,-3.53049,50.71762
05/06/2014,9GFQSfoUHxI,Mixed Company,"Joyce Le-Masurier
Co-ordinator
01237 476833","The Westleigh Inn
Westleigh
Bideford
Devon
EX39 4NL",Annual membership: £10.,,WGS84,-4.18268,51.03684
05/06/2014,EjzQFZlEM28,Mobile Creche Company,enquiries@mobilecreche.com,,,up to 14 years ,WGS84,0,0
05/06/2014,70awVTlMNBg,The Mobile Dental Service,,"Dart Vale Manor
24 Bridgetown
Totnes
Devon
TQ9 5AD",,,WGS84,-3.67956,50.43051
05/06/2014,_I2f1CQXYo4,Mobile dog grooming,"Jacqui Vamvoukakis
Dog Groomer
01803 605006
Mobile: 07827 926397
vamvoukakis@hotmail.co.uk",,,,WGS84,0,0
05/06/2014,qrAcNImXJls,Mobility Shop,"info@ugo-on.com
phil@mobilityshop.co.uk","28
Newton Road
Kingskerswell
Newton Abbot
Devon
TQ12 5AA",Contact us for details.,,WGS84,-3.57855,50.50129
05/06/2014,rpiHPwmx3b4,Mobility Shop - Teignbridge,chantelle@ugo-on.com,"10
Northumberland Place
Teignmouth
Devon
TQ14 8DD",,,WGS84,-3.4976,50.54549
05/06/2014,YZIhzd3J4cE,Modbury Dental Practice,,"4
Broad Street
Modbury
Ivybridge
PL21 0PS",,,WGS84,-3.88639,50.3491
05/06/2014,xT-n0VbhiYQ,Modbury Health Centre,,"The Health Centre
Poundwell Meadow
Modbury
Ivybridge
Devon
PL21 0QL",,,WGS84,-3.88819,50.3484
05/06/2014,KISW11VWnck,Modbury Lunch Club,"M Willis
Organiser
01548 830541","Modbury Memorial Hall
Modbury
Ivybridge
Devon
PL21 0QR",,,WGS84,-3.88797,50.34928
05/06/2014,Xd6lk6qfFEo,Modbury Parish Council,"David Hansford
Parish Clerk
01548 830222
parishclerk@modburypc.co.uk",,,,WGS84,0,0
05/06/2014,_EWGGS4XIYI,Modbury Pharmacy,,"5
Broad Street
Modbury
Devon
PL21 0PS",Contact us for details,,WGS84,-3.88639,50.3491
05/06/2014,f2AY7b52f4E,Modbury Pre-school,modburypreschool@hotmail.co.uk,"Modbury Primary School
Barrack Road
Modbury
IVYBRIDGE
Devon
PL21 0RB","Funded places available for 2 year olds who qualify under the 2gether scheme.
Early Years Entitlement can be used for 3 and 4 year olds.",from 2 years  up to 5 years ,WGS84,-3.88985,50.35084
05/06/2014,OaNiIL2t-S4,Modbury Primary School,admin@modbury-primary.devon.sch.uk,"Modbury Primary School
Barrack Road
Modbury
IVYBRIDGE
DEVON
PL21 0RB",,from 4 years  up to 11 years ,WGS84,-3.88985,50.35084
05/06/2014,VsDoH9qFyQ8,Modbury Primary School Breakfast Club,admin@modbury-primary.devon.sch.uk,"Modbury Primary School
Barrack Road
Modbury
IVYBRIDGE
DEVON
PL21 0RB","£3.00 per session if pre-booked, £3.50 if not.",from 4 years  up to 11 years ,WGS84,-3.88985,50.35084
05/06/2014,TYFJ8uAtUXQ,Modus Care Ltd,"Steve Lawson
Managing Director
01626 899930
admin@moduscare.com","Penhayes
Kenton
Exeter
Devon
EX6 8JB",,from 18 years  up to 64 years ,WGS84,-3.46789,50.63999
05/06/2014,ZN45VZmdDJ0,Molford House Surgery,rebecca.popplewell@tiscali.co.uk,"27
South Street
SOUTH MOLTON
DEVON
EX36 4AA",First session (includes consultation and treatment for 1 hour): £45.,up to 99 years ,WGS84,-3.83498,51.01641
05/06/2014,iyhkSlICtQc,Molland Parish Council,,,,,WGS84,0,0
05/06/2014,U2bwKLyLgzI,Molland Parish Hall Committee,,,,,WGS84,0,0
05/06/2014,Q3reOmCFEls,Mollie Bond: Speaker,"Mrs Mollie Bond
Speaker
01271 328078",,,,WGS84,0,0
05/06/2014,jyMEWIRG6cA,Monday Club at Phoenix Club,phoenix.youth@devon.gov.uk,"Phoenix Club
Burnthouse Lane
Wonford
EXETER
DEVON
EX2 6NF",50p per session.,from 11 years  up to 19 years ,WGS84,-3.49948,50.71382
05/06/2014,F4oaYYQwqBE,Monday Club Tea and Chat,Mr and Mrs Ken and Pat Doughty,"Village Hall
Aveton Gifford
Kingsbridge
Devon
TQ7 4JW",Contact us for details.,,WGS84,-3.8349,50.31104
05/06/2014,lVMVysNHe58,Monday Mornings Parent and Toddler Group,Carolyn Dodwell,"Holy Trinity Church
Barbican Terrace
Barnstaple
Devon
EX32 9HG",£1 for refreshments.,,WGS84,-4.05455,51.07642
05/06/2014,T6WY8DCRWwo,Monday Xpress Project,ca-officer@guild.ex.ac.uk,"Cornwall House
St Germans Road
St David's
EXETER
DEVON
EX4 6TG",,from 8 years  up to 12 years ,WGS84,-3.52962,50.73514
05/06/2014,7DUa9vQLEMA,Money Advice Service,enquiries@moneyadviceservice.org.uk,,Free.,,WGS84,0,0
05/06/2014,md9VD97SqYY,Monika Barns: Piano Tuition,"Monika Barns

monikabarns@gmail.com","The Old Orchard
Colway Lane
Lyme Regis
Dorset
DT7 3BD",Contact us for details,,WGS84,-2.93917,50.73258
05/06/2014,o0PC68vos_w,Monkerton Play Area,,"Monkerton Play Area
Grasslands Drive
Pinhoe
EXETER
DEVON
EX1 3XZ",Free.,up to 12 years ,WGS84,-3.46802,50.73563
05/06/2014,Haa1T9K15hI,The Monkey House,themonkeyhousedvn@btinternet.com,"The Old Post Office
Brunswick Place
DAWLISH
DEVON
EX7 9PA",£3 unlimited play (during busy periods a 2 hour time limit may apply),up to 10 years ,WGS84,-3.47071,50.58026
05/06/2014,PrJqfJjkt-U,Monkey Music at Barnfield Theatre,exeter@monkeymusic.co.uk,"Barnfield Theatre
Barnfield Road
EXETER
DEVON
EX1 1SN",£6 per session. First session free.,from 3 months  up to 4 years ,WGS84,-3.52583,50.72281
05/06/2014,5AZ8zlgWH_A,Monkey Music at Broadclyst,exeter@monkeymusic.co.uk,"Broadclyst Victory Hall
The Green
Broadclyst
EXETER
DEVON
EX5 3DX",£6 per session. First session free.,from 3 months  up to 4 years ,WGS84,-3.44146,50.76555
05/06/2014,AL0LuYeG_WQ,Monkey Music at Chudleigh,torbay@monkeymusic.co.uk,"Chudleigh Town Hall
Market Way
Chudleigh
NEWTON ABBOT
DEVON
TQ13 0HL",£5.60 per session.,from 3 months  up to 4 years ,WGS84,-3.60125,50.60613
05/06/2014,jbtj6M36vJ0,Monkey Music at Dawlish,exeter@monkeymusic.co.uk,"The Monkey House
Brunswick Place
DAWLISH
DEVON
EX7 9PA",£6 per session. First session free.,from 3 months  up to 4 years ,WGS84,-3.47071,50.58026
05/06/2014,NuqtbASM_7c,Monkey Music at Exeter Phoenix,exeter@monkeymusic.co.uk,"Exeter Phoenix
Bradninch Place, Gandy Street
EXETER
DEVON
EX4 3LS",£6 per session. First session free.,from 3 months  up to 4 years ,WGS84,-3.53125,50.72481
05/06/2014,64fn4s2yfps,Monkey Music at Exminster,exeter@monkeymusic.co.uk,"Village Hall
Main Road
Exminster
EXETER
DEVON
EX6 8BU",£6 per session. First session free.,from 3 months  up to 4 years ,WGS84,-3.49504,50.67805
05/06/2014,r2Ve8UiRLTQ,Monkey Music at Newton Abbot,torbay@monkeymusic.co.uk,"Bear Feet Centre
Unit 18 Olympus Business Park, Kingsteignton Road
NEWTON ABBOT
DEVON
TQ12 2SN",£5.60 per session. Also includes 50% off stay and play at Bear Feet that morning too.,from 3 months  up to 4 years ,WGS84,-3.60204,50.53556
05/06/2014,bx7w97WaEWQ,Monkey Music at Totnes,torbay@monkeymusic.co.uk,"The Playstation Totnes
Station Yard
TOTNES
DEVON
TQ9 5JP",£5.60 a session. Plus 50% off stay and play at The Playstation the morning you attend classes.,from 3 months  up to 3 years ,WGS84,-3.69001,50.43573
05/06/2014,cyoSmhe5VjY,Monkey Music Torbay,torbay@monkeymusic.co.uk,,£5.60 per session.,from 3 months  up to 4 years ,WGS84,0,0
05/06/2014,mHChoaAfw_4,Monkleigh Parents & Tots,admin@monkleigh-primary.devon.sch.uk,"Monkleigh Primary School
Monkleigh
BIDEFORD
DEVON
EX39 5JY",Free,up to 5 years ,WGS84,-4.19939,50.96607
05/06/2014,pl42RHDK2d8,Monkleigh Parish Council,,,,,WGS84,0,0
05/06/2014,mFK3Dq4VUao,Monkleigh Pre-School,admin@monkleigh-primary.devon.sch.uk,"Monkleigh Primary School
Monkleigh
BIDEFORD
Devon
EX39 5JY","Early Years Entitlement can be used for 3 and 4 year olds. Funded places available for 2 year olds who qualify under the 2gether scheme. 
2 year olds: £2.50 per hour (unfunded).
3 years and above: £3.50 per hour (unfunded).",from 2 years  up to 5 years ,WGS84,-4.19939,50.96607
05/06/2014,1gO8B-VHufs,Monkleigh Primary Breakfast and After School Club (B & T Club),admin@monkleigh-primary.devon.sch.uk,"Monkleigh Primary School
Monkleigh
BIDEFORD
DEVON
EX39 5JY","?B? club: 8.00am ? 8.50am, with breakfast - £2.50, 8.30am ? 8.50am, (no breakfast) - £1.50.   
?T? club: 3.15pm ? 4.30pm, (no tea) - £3.00, 3.15pm ? 5.30pm, with tea - £5.00.  Discount for full after school session for siblings attending same session £4.00.",from 2 years  up to 11 years ,WGS84,-4.19939,50.96607
05/06/2014,tjvJ1I36oCI,Monkleigh Primary School,admin@monkleigh-primary.devon.sch.uk,"Monkleigh Primary School
Monkleigh
BIDEFORD
DEVON
EX39 5JY",,from 4 years  up to 11 years ,WGS84,-4.19939,50.96607
05/06/2014,dCfVJYh2y8s,Monkokehampton Parish Council,Parish Clerk Mrs S Whitcher,Monkokehampton Parish Council,,,WGS84,0,0
05/06/2014,40zCM2vHdRA,Monksmead Play Area,,"Monksmead Play Area
Monksmead
TAVISTOCK
DEVON
PL19 8ER",Free.,from 4 years  up to 12 years ,WGS84,-4.1581,50.54249
05/06/2014,mT5FtXH99N4,Monkton Parish Council,,,,,WGS84,0,0
05/06/2014,nU9JfKe4HPA,Monster Music at St Michael's Primary,monstermusic@st-michaels-exeter.devon.sch.uk,"St Michael's C of E Primary School
South Lawn Terrace
Heavitree
EXETER
DEVON
EX1 2SN",£1 per session.,from 2 years  up to 5 years ,WGS84,-3.50437,50.72331
05/06/2014,tm6toaqJFsA,Monsters Mansion,info@monstersmansion.co.uk,"Elmore Football Club
Horsden Park, Heathcoat Way
TIVERTON
DEVON
EX16 4DB",,up to 12 years ,WGS84,-3.47692,50.90474
05/06/2014,XZ_b6swQpNs,Montagu Road Play Area,,"Montagu Road Play Area
Montagu Road
KINGSBRIDGE
DEVON
TQ7 1EL",Free.,from 4 years  up to 12 years ,WGS84,-3.78338,50.28517
05/06/2014,9NezUn6o0cg,Montgomery After School Club,admin@montgomery.devon.sch.uk,"Montgomery Primary School
Redvers Road
St Thomas
EXETER
DEVON
EX4 1BS",Sibling discount - £6.50 for second child.,from 4 years  up to 11 years ,WGS84,-3.54446,50.71839
05/06/2014,55CqLF2X2dI,Montgomery Primary School,admin@montgomery.devon.sch.uk,"Montgomery Primary School
Redvers Road
St Thomas
EXETER
DEVON
EX4 1BS",,from 4 years  up to 11 years ,WGS84,-3.54446,50.71839
05/06/2014,0q_lpPgsEc0,Montgomery Primary School (Nursery Class),admin@montgomery.devon.sch.uk,"Redvers Road
St Thomas
EXETER
DEVON
EX4 1BS",,from 3 years 6 months  up to 4 years 11 months ,WGS84,-3.54446,50.71839
05/06/2014,BDLgVIyRWuU,Montrose,,"Montrose Care Home
40 Prince of Wales Road
Dorchester
Dorset
DT1 1PW",,,WGS84,-2.43592,50.71071
05/06/2014,TahuHX42brA,Moor Dental Care - Ashburton,,"7
West Street
Ashburton
Newton Abbot
TQ13 7DT",,,WGS84,-3.75661,50.51501
05/06/2014,8jtj2iOfoAI,Moorcare Devon Domiciliary Care and Supported Living,"Isla Janjanin
Manager
01822 616020
isla.moorcaredevon@yahoo.co.uk","Thornhill Bungalow
Mohuns Close
Tavistock
Devon
PL19 9BJ",,,WGS84,-4.14391,50.54199
05/06/2014,KNYkv7XilZU,Moorcare Devon Ltd,,"Unit 9
Tavy Business Centre
Rowden Wood Road
Tavistock
Devon
PL19 0NU",,,WGS84,-4.12254,50.56487
05/06/2014,zdd-FEjpWCk,Moorgate Residential Home,enquiry@moorgatecarehome.co.uk,"Bedford Bridge
Magpie
Yelverton
Devon
PL20 7RZ",,,WGS84,-4.11098,50.51277
05/06/2014,cu9Otm6IgpM,Moorhaven,,"Normandy Drive
Taunton
Somerset
TA1 2JT",,,WGS84,-3.08142,51.01326
05/06/2014,uAQo6pKoT84,Moorhayes Community Association,"Brian Williams
Secretary
01884 254490 (bookings)
residents@moorhayescentre.org.uk","1
Rooks Way
Moorhayes
Tiverton
EX16 6UG",Contact us for details.,,WGS84,-3.47626,50.91462
05/06/2014,HhNzpj7DS08,Moorland Childhood Centre,brentmoorchild@yahoo.co.uk,"Little Orchard
Exeter Road
South Brent
Devon
TQ10 9JP","Early Years Entitlement can be used for 3 and 4 year olds. 
Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer childcare vouchers can be accepted.",from 2 years  up to 8 years ,WGS84,-3.82453,50.42595
05/06/2014,ymIPISzLjQw,The Moorland Group - South Zeal,"Mrs F J Hucker
Secretary
01837 840347","South Zeal Victory Hall
South Zeal
Okehampton
Devon
EX20 2JL",Membership: £15,,WGS84,-3.91821,50.72726
05/06/2014,lqCybSNIZ7A,Moorland Hall,info@moorlandhall.co.uk,"Moorland Hall
Brentor Road
Mary Tavy
TAVISTOCK
DEVON
PL19 9PY",£450 per residential week.,from 9 years  up to 16 years ,WGS84,-4.12125,50.5977
05/06/2014,PF5x7Y4ZYbc,The Moorland View,thespinney@qualitylifestyleltd.co.uk,"Tavistock Road
Roborough
Plymouth
Devon
PL6 7BD",,,WGS84,-4.10844,50.44282
05/06/2014,2BUhwYPs7WM,Moorlands Residential Home,,"2
Moorlands Road
Merriott
Somerset
TA16 5NF",,,WGS84,-2.79532,50.90577
05/06/2014,LxrHwPBO6Go,Moorlands Road Dental Practice,,"30
Moorlands Road
West Moors
Dorset
BH22 0JW",,,WGS84,-1.88405,50.8264
05/06/2014,ezsvBtUuVxo,Moorleigh Residential Care Home,"Mrs Jeanette Bailey
Manager
01803 326978","Lummaton Cross
Barton
Torquay
Devon
TQ2 8ET",null,,WGS84,-3.53666,50.48925
05/06/2014,9gQ5Z8qbfO8,Moors Edge Children's Centre,admin@moorsedgechildrenscentre.org.uk,"Moors Edge Children's Centre
Musket Road
Heathfield
NEWTON ABBOT
DEVON
TQ12 6SB",,up to 5 years ,WGS84,-3.65539,50.56887
05/06/2014,6QHdYXOtDAk,Moors Park House Residential Care Home,moors.park@crocuscare.co.uk,"Moors Park
Moors Park Road
Bishopsteignton
TQ14 9RH",,from 60 years  up to 99 years ,WGS84,-3.54413,50.55046
05/06/2014,GDxPaJUykoY,Moors Park House Residential Care Home - Day Care,"Mrs Linda Lowe
Manager
01626 775465
linda.lowe@crocuscare.co.uk","Moors Park House
Moors Park
Bishopsteignton
Teignmouth
Devon
TQ14 9RH",,from 60 years  up to 99 years ,WGS84,-3.54413,50.55046
05/06/2014,PlRzxPpnZlU,Moors Youth Football Club,matt.howe@moorsyouth.com,"Amory Park
Siddals Gardens, Chapel Street
TIVERTON
DEVON
EX16 6DQ",Annual subscription: £15,from 6 years  up to 18 years ,WGS84,-3.4788,50.90671
05/06/2014,mMgZsfRfREo,Moorspirits Ramblers,"Miss C Harwood
Membership Secretary
01803 317866
charwood9@talktalk.net",,Annual membership: £20.,from 40 years  up to 70 years ,WGS84,0,0
05/06/2014,zupCJ_fbHLA,Moorvision,"Laura Hughes
Voluntary Coordinator
01752 892058
07581 566690
info@moorvision.org","IVYBRIDGE
DEVON
PL21 0ED",,up to 25 years ,WGS84,-3.87726,50.39795
05/06/2014,gHjhj0VtZzE,Moose International - Exmouth,"Mr R Smith
Secretary
01395 275057
raymond@jeannette13.fsnt.co.uk","Moose Hall
Church Road
Exmouth
Devon
EX8 1RX",Annual subscription: £16 (partially subsidised). Main organisation: £34.,,WGS84,-3.41226,50.62278
05/06/2014,F_VAF92frs0,Morchard Bishop Bowling Club,janetsherwood@talktalk.net,"The Playing Fields
Wood Lane
Morchard Bishop
CREDITON
DEVON
EX17 6PE",Junior membership: £5 per year.,from 12 years  up to 80 years ,WGS84,-3.74932,50.85686
05/06/2014,LzmBYs92bGY,Morchard Bishop Church of England Primary School,admin@morchardbishop.devon.sch.uk,"Morchard Bishop C of E Primary School
Church Street
Morchard Bishop
CREDITON
DEVON
EX17 6PJ",,from 4 years  up to 11 years ,WGS84,-3.74574,50.85436
05/06/2014,RNfMebaok_M,Morchard Bishop Parish Council,"Bob Patten
Parish Clerk
07914 821309
pattenbob@ymail.com",,Contact us for details.,,WGS84,0,0
05/06/2014,shQZyweWG9M,Morchard Bishop Pre-school,debbieperry53@gmail.com,"Church Room
Church Street
Morchard Bishop
CREDITON
Devon
EX17 6NW","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.",from 2 years  up to 4 years ,WGS84,-3.74967,50.85253
05/06/2014,iFifbRjrgB0,Morchard Bishop Pre-school Parent and Toddler Group,,"Church Room
Church Street
Morchard Bishop
CREDITON
DEVON
EX17 6NW",£1.00 - £3.00 per family.,up to 5 years ,WGS84,-3.74967,50.85253
05/06/2014,1voIcX7FB_k,Morchard Messenger,"Keith & Christine Davies
Editors","Rixey Cottage
Morchard Bishop
Devon
EX17 6PL",Free,,WGS84,-3.74408,50.85193
05/06/2014,n4o-7dw5WcA,More Than Mobility,,"139
Cornwall Street
Plymouth
Devon
PL1 1PA",Contact us for details,,WGS84,-4.14622,50.37219
05/06/2014,N36trIwgzWQ,Morebath Cricket Club,morebathcc@hotmail.com,"The Pavilion
Claypits
Morebath
TIVERTON
DEVON
EX16 9AN",,from 8 years  up to 60 years ,WGS84,-3.47633,51.01903
05/06/2014,Wj2SyTrrzP8,Morebath Parish Council,"Mr J Gregory
Parish Clerk
01398 331750
morebath@btinternet.com",,,,WGS84,0,0
05/06/2014,NFO5qogPZtk,Moreton,home.exm@mha.org.uk,"13
Drakes Avenue
Exmouth
Devon
EX8 4AA",,,WGS84,-3.38968,50.62705
05/06/2014,JlOOkEXQpqc,Moreton Pharmacy LTD,,"8
Ford Street
Moretonhampstead
Devon
TQ13 8LN",Contact us for details,,WGS84,-3.76605,50.6615
05/06/2014,IzpZ-HlzecA,Moretonhampstead Bridge Club,"Anne Jones
Secretary
01647 24546","King George Vth Sports and Community Centre
North Bovey Road
Moretonhampstead
Newton Abbot
Devon
TQ13 8NZ","Annual membership: £10 plus £1.50 per session for members, or £2 per session for visitors.",,WGS84,-3.76957,50.65793
05/06/2014,KE-dktkRyt4,Moretonhampstead Dental Practice,,"3
Court Street
Moretonhampstead
Newton Abbot
TQ13 8NE",,,WGS84,-3.76631,50.66051
05/06/2014,cIqtIBE4LVA,Moretonhampstead Health Centre,,"The Health Centre
Embleford Crescent
Moretonhampstead
Newton Abbot
Devon
TQ13 8LW",,,WGS84,-3.76594,50.66343
05/06/2014,iwcTuh4pQLM,Moretonhampstead Health Centre,moretonhampsteadhealthcentre@nhs.net,"Embleford Crescent Moretonhampstead Devon
TQ13 8LW",,,WGS84,-3.76594,50.66343
05/06/2014,oKOsDOScKyY,Moretonhampstead Library,,"Moretonhampstead Library
Fore Street
Moretonhampstead
Newton Abbot
Devon
TQ13 8LL",Free,,WGS84,-3.76399,50.66101
05/06/2014,vD8SzYFUHPA,Moretonhampstead Parish Council,,,,,WGS84,0,0
05/06/2014,yuY-ylMh2yg,Moretonhampstead Pre-School,adminmortonpreschool@gmail.com,"Moretonhampstead Primary School
Betton Way
Moretonhampstead
NEWTON ABBOT
Devon
TQ13 8NA",Early Years Entitlement for 3 and 4 year olds.,from 3 years  up to 5 years ,WGS84,-3.76921,50.66096
05/06/2014,veP6f3BWrSk,Moretonhampstead Pre-School,moretonpreschool@gmail.com,"Parish Hall
Fore Street
Moretonhampstead
NEWTON ABBOT
Devon
TQ13 8LL","Early Years Entitlement can be used for 3 and 4 year olds. Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.",from 2 years  up to 5 years ,WGS84,-3.76399,50.66101
05/06/2014,TDLwtT4JGbU,Moretonhampstead Primary School,admin@moretonhampstead.devon.sch.uk,"Moretonhampstead Primary School
Betton Way
Moretonhampstead
NEWTON ABBOT
DEVON
TQ13 8NA",,from 4 years  up to 11 years ,WGS84,-3.76921,50.66096
05/06/2014,QGh9nKI7Vqk,Moretonhampstead Sports and Community Centre Limited,sportandleisure@moretonhampstead-devon.co.uk,"Moretonhampstead Sports and Community Centre
North Bovey Road
Moretonhampstead
NEWTON ABBOT
DEVON
TQ13 8NZ",Gym: £6 per session or £22 per month for an adult membership.,from 6 years  up to 99 years ,WGS84,-3.76957,50.65793
05/06/2014,ncV_tpoxvQ4,Moretonhampstead Tennis Club,"Miles Thompson
Chairman
01647 440600
07960 711610
info@milesthompson.co.uk","King George V Playing Fields
North Bovey Road
Moretonhampstead
NEWTON ABBOT
DEVON
TQ13 8NZ",Members: Free.,from 7 years  up to 99 years ,WGS84,-3.76957,50.65793
05/06/2014,iJ9qy25TuAg,Moretonhampstead Walk This Way,walk.this.way@teignbridge.gov.uk,"Bus Shelter
Court Street Car Park, Court Street
Moretonhampstead
NEWTON ABBOT
DEVON
TQ13 8LG",Free.,up to 99 years ,WGS84,-3.768,50.66026
05/06/2014,kQp3Enlh0D8,Morgan and Pope Solicitors,admin@morganandpope.co.uk,"First Floor
22 Cathedral Yard
EXETER
DEVON
EX1 1HB",See website for details.,up to 99 years ,WGS84,-3.53103,50.72313
05/06/2014,nOX89gwyS5Y,Morgan Court - Hall for Hire,Mobile Support Officers,"Morgan Court
Rolle Road
Exmouth
Devon
EX8 2AD",Contact us for details,,WGS84,-3.40964,50.61695
05/06/2014,wzQwWbv5who,A Morland: Speaker,Lady Morland,,£35 (plus travel expenses),,WGS84,0,0
